,iEcHS_1320,iECSE_1348,iECBD_1354,iEKO11_1354,iEcSMS35_1347,iZ_1308,iECs_1301,iECSP_1301,iUTI89_1310,iECH74115_1262,iECDH10B_1368,iWFL_1372,iECO103_1326,iECP_1309,iECD_1391,iECO111_1330,iG2583_1286,iECED1_1282,iBWG_1329,iECW_1372,iJO1366,iLF82_1304,iEC042_1314,iECS88_1305,iECUMN_1333,iEcE24377_1341,iECB_1328,iETEC_1333,iECOK1_1307,ic_1306,iAPECO1_1312,iECDH1ME8569_1439,iECNA114_1301,iB21_1397,iE2348C_1286,iUMN146_1321,iY75_1357,iEcolC_1368,iUMNK88_1353,iECABU_c1320,iNRG857_1313,iEcDH1_1363,iECIAI39_1322,iECO26_1355,iECSF_1327,iEC55989_1330
xylu__L_e,0.8061840175416427,0.8061840175406013,0.8008093479077771,0.8061840175418549,0.8061840175416428,0.8061840175416398,0.8061840175416951,0.8061840175416409,0.8061840175416487,0.8061840175416475,0.8513141675699346,0.8061840175417092,0.8061840175416438,0.8061840175416701,0.8008093479078278,0.8061840175416436,0.8061840175416424,0.806171712984092,0.8061840175416403,0.8061840175416387,0.8060965243972533,0.8061840175416358,,0.8061840175416399,0.8063592682479394,0.8061840175416469,0.8061840175416433,0.8061840175416436,0.8061840175416463,0.8538963133792217,0.8061840175416465,0.8061840175416513,0.8061840175426247,0.8008093479075743,0.8061840175416463,0.8061840175416419,0.8061840175420691,0.8061840175416429,0.8061840175416417,0.8061840175421847,0.806184017541644,0.8061840175417032,0.8064814919458613,0.8061840175416509,0.8061840175416448,0.806184017541637
4hthr_e,0.5806401594826451,0.5806401594826474,0.580640159482647,0.5806401594826469,0.5806401594826507,0.5806401594826525,0.580640159482657,0.5806401594826552,0.5806401594826468,0.5806401594826511,0.6125830482013528,0.580640159482649,0.5806401594826491,0.5806401603685942,0.5806401594826456,0.5806401594826494,0.5806401594826517,0.5806310392902877,0.5806401594826517,0.5806401594826479,,0.5806401594826505,0.5806401594826515,0.5806401594826474,0.5807658202555751,0.580640159482648,0.5806401594826486,0.5806401594825383,0.5806401594826339,0.6262438664165233,0.5806401594826478,0.580640159482645,0.5806401594826529,0.5806401594826504,0.580640159482653,0.5806401594826471,0.580640159482649,0.5806401594826489,0.580640159482651,0.5806401564780812,0.580640159482649,0.5806401594826511,0.5808540594531514,0.5806401594826512,0.5806401594826508,0.5806401594826476
oaa_e,0.3740889788565352,0.3740889788565343,0.37408897885653547,0.3740889788565361,0.3740889788565328,0.3740889788565365,0.37408897885652165,0.3740889788565345,0.37408897885653575,0.37408897885653436,0.39486018454090893,0.374088978856534,0.3740889788565356,0.37408897925746953,0.374088978856535,0.3740889788565344,0.37408897885653475,0.37408399331806863,0.3740889788565334,0.3740889788565329,,0.37408897885653375,0.37408897885653486,0.3740889788565324,0.3741669947740883,0.3740889788565349,0.3740889788565348,0.3740889788565388,0.37408897885653375,0.4181547145197109,0.37408897885653597,0.3740889788565315,0.3740889788565333,0.37408897885653486,0.3740889788565348,0.37408897885653525,0.3740889788565342,0.37408897885653364,0.3740889788565355,0.3740889769689912,0.3740889788565367,0.37408897885656445,0.37422957183534666,0.37408897885653336,0.3740889788565351,0.37408897885653486
drib_e,,,,,,,,,,,,,,0.852267916018055,,,,0.8522552406370695,,,,,0.8522679160180576,,,,,0.8522679160180539,,0.9003818103869725,,,0.852267916018054,,,,,,,0.8522679160180547,,,,,0.8522679160180441,0.8522679160180502
2pg_e,,,,,,,,,,,,,,0.41976327957205595,,,,,,,,,,0.4197632771534316,,,,,,0.4635559395144004,0.4197632771534322,,,,,,,,,,,,,,,
3pg_e,,,,,,,,,,,,,,0.4197632779322336,,,,,,,,,,0.41976327715343553,,,,,,0.46355593951427304,0.41976327715342965,,,,,,,,,,,,,,,
3hoxpac_e,0.9555744382190211,0.9555744382190339,0.9555744382190388,0.9555744382189979,,,,,,,,0.9555744382190272,0.9555744382190241,,0.9555744382190304,0.9555744382190275,,,,0.955574438219027,,,,,0.9557737224022069,,0.9555744382190258,,,0.02568509909105917,,,,0.955574438221518,,,,0.9555744382190183,,,,,,0.9555744382190215,,
galam_e,0.9735193577506553,0.9735193577506347,0.9722005070345575,0.9735193577502768,0.9735193577506418,0.9735193577506417,0.9735193577506384,0.9735193577506407,0.9735193577506425,,,0.9735193577506359,0.9735193577504953,0.973519357003778,0.9722005070345558,0.9735193577506395,,0.9735048792069537,,0.9735193577506384,,0.9735193577506475,0.9735193577506421,0.9735193577506456,0.9737309514046875,0.9735193577506421,0.9735193577506392,0.9735193577506455,,1.0228440391487077,0.9735193577506457,,0.973519357750638,0.9722005070345592,0.9735193577506368,0.9735193577506418,,0.9735193577506521,0.9735193577506408,0.9735193577506377,0.9735193577506285,,0.9738818565307528,0.973519357750639,0.9735193577506402,0.9735193577506416
raffin_e,,2.9631981112985453,,2.9631981112985493,,2.963198111298817,2.963198111298547,2.9631981112985515,,2.963198111298562,,2.9631981112937544,2.9631981112972863,0.9824784386659984,,2.963198111298544,2.963198111298538,,,2.9631981112985586,,,,,2.9638422602149173,2.9631981112985297,,,,0.02568509909105345,,,,,0.9824784386656858,,,,,,,,,2.963198111298531,,2.963198111298546
arab__D_e,,,0.8008093479078421,,,,,,,,,,,,0.8008093479078264,,,,,,,,,,,,0.806184017541644,0.8061840175416418,,0.02568509909105345,,,,0.8008093479078257,,,,,0.8061840175416477,,,,,,,
